full_name,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Aaron Herzog,22,Bundesliga,Midfielder,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarón Martín,23,Bundesliga,Defender,Mainz 05,1797,797,1000,22,9,13,0,0,0,0,0,48,20,28,2,0,0,0,0,0,0,82,0
Abdelhamid Sabiri,23,Bundesliga,Midfielder,Paderborn,1037,580,457,24,12,12,4,3,1,1,1,23,14,9,6,0.43,0.09,0.35,0.47,0.2,259,43,1037
Achraf Hakimi Mouh,22,Bundesliga,Defender,Borussia Dortmund,2715,1344,1371,33,17,16,5,0,5,10,0,34,11,23,5,0.5,0.33,0.17,0,0.33,543,82,272
Adam Bodzek,35,Bundesliga,Defender,Fortuna Düsseldorf,2017,1002,1015,28,15,13,0,0,0,0,0,44,18,26,10,0,0,0,0,0,0,72,0
Ádám Szalai,32,Bundesliga,Forward,Mainz 05,1139,692,447,27,14,13,1,1,0,1,0,20,8,12,1,0.16,0.08,0.08,0.13,0,1139,42,1139
Ademola Lookman,23,Bundesliga,Forward,RB Leipzig,299,132,167,11,5,6,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,27,0
Admir Mehmedi,29,Bundesliga,Forward,Wolfsburg,1205,558,647,21,10,11,2,2,0,2,0,14,8,6,0,0.3,0.15,0.15,0.32,0,603,57,603
Adrian Oeynhausen,18,Bundesliga,Midfielder,Paderborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Stanilewicz,20,Bundesliga,Midfielder,Bayer Leverkusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed Kutucu,20,Bundesliga,Forward,Schalke 04,660,393,267,25,15,10,3,2,1,2,0,17,8,9,2,0.68,0.27,0.41,0.46,0.34,220,26,330
Ahmet Gürleyen,21,Bundesliga,Defender,Mainz 05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akaki Gogia,28,Bundesliga,Midfielder,Union Berlin,120,76,44,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40,0
Alaa Bakir,19,Bundesliga,Forward,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alassane Pléa,27,Bundesliga,Forward,Borussia M'gladbach,2150,1082,1068,27,14,13,10,5,5,10,0,23,12,11,4,0.84,0.42,0.42,0.42,0.42,215,80,215
Aleksandar Dragović,29,Bundesliga,Defender,Bayer Leverkusen,1027,515,512,15,8,7,0,0,0,0,0,17,11,6,7,0,0,0,0,0,0,68,0
Alessandro Schöpf,26,Bundesliga,Midfielder,Schalke 04,1426,748,678,22,11,11,0,0,0,1,0,30,16,14,3,0.06,0.06,0,0,0,0,65,1426
Alexander Esswein,30,Bundesliga,Midfielder,Hertha BSC,209,56,153,7,2,5,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,30,0
Alexander Hack,27,Bundesliga,Defender,Mainz 05,802,335,467,14,6,8,0,0,0,0,0,26,6,20,2,0,0,0,0,0,0,57,0
Alexander Nübel,24,Bundesliga,Goalkeeper,Schalke 04,2316,1146,1170,26,13,13,0,0,0,0,0,39,20,19,2,0,0,0,0,0,0,89,0
Alexander Schwolow,28,Bundesliga,Goalkeeper,Freiburg,2093,1080,1013,24,12,12,0,0,0,0,0,29,12,17,0,0,0,0,0,0,0,87,0
Alexandru Maxim,30,Bundesliga,Midfielder,Mainz 05,112,80,32,5,4,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,22,0
Alfredo Morales,30,Bundesliga,Midfielder,Fortuna Düsseldorf,1726,682,1044,27,12,15,1,1,0,2,0,41,14,27,6,0.16,0.1,0.05,0.13,0,1726,64,863
Alfreð Finnbogason,31,Bundesliga,Forward,Augsburg,961,555,406,21,11,10,3,3,0,1,1,15,11,4,1,0.37,0.09,0.28,0.49,0,320,46,961
Almamy Touré,24,Bundesliga,Defender,Eintracht Frankfurt,1495,780,715,19,10,9,1,1,0,3,0,33,15,18,2,0.24,0.18,0.06,0.12,0,1495,79,498
Alphonso Davies,20,Bundesliga,Midfielder,Bayern München,2233,1044,1189,29,14,15,3,3,0,5,0,20,8,12,4,0.32,0.2,0.12,0.26,0,744,77,447
Álvaro Odriozola,24,Bundesliga,Defender,Bayern München,153,91,62,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,51,0
Amadou Haidara,22,Bundesliga,Midfielder,RB Leipzig,743,349,394,19,10,9,0,0,0,1,0,10,5,5,1,0.12,0.12,0,0,0,0,39,743
Amine Harit,23,Bundesliga,Midfielder,Schalke 04,2109,979,1130,25,12,13,6,1,5,4,1,36,16,20,3,0.43,0.17,0.26,0.09,0.4,352,84,527
Amir Abrashi,30,Bundesliga,Midfielder,Freiburg,666,255,411,13,6,7,0,0,0,0,0,9,2,7,3,0,0,0,0,0,0,51,0
André Hahn,30,Bundesliga,Forward,Augsburg,701,287,414,15,6,9,1,1,0,0,0,17,4,13,6,0.13,0,0.13,0.31,0,701,47,0
Andre Hoffmann,27,Bundesliga,Midfielder,Fortuna Düsseldorf,2430,1147,1283,29,14,15,2,0,2,1,0,47,17,30,7,0.11,0.04,0.07,0,0.14,1215,84,2430
André Silva,25,Bundesliga,Forward,Eintracht Frankfurt,1576,781,795,25,13,12,12,7,5,3,1,33,14,19,2,0.86,0.17,0.69,0.81,0.57,131,63,525
Andreas Luthe,33,Bundesliga,Goalkeeper,Augsburg,900,450,450,10,5,5,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,90,0
Andrej Kramarić,29,Bundesliga,Forward,Hoffenheim,1419,836,583,19,11,8,12,7,5,2,2,24,16,8,3,0.89,0.13,0.76,0.75,0.77,118,75,710
Ante Rebić,27,Bundesliga,Forward,Eintracht Frankfurt,90,90,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0
Anthony Evans,22,Bundesliga,Midfielder,Paderborn,153,128,25,6,2,4,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,26,0
Anthony Modeste,32,Bundesliga,Forward,Köln,1129,522,607,27,12,15,4,2,2,1,0,33,12,21,1,0.4,0.08,0.32,0.34,0.3,282,42,1129
Anthony Ujah,30,Bundesliga,Forward,Union Berlin,945,655,290,24,12,12,3,3,0,2,0,15,7,8,0,0.48,0.19,0.29,0.41,0,315,39,473
Arne Maier,21,Bundesliga,Midfielder,Hertha BSC,528,259,269,14,6,8,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,38,0
Axel Witsel,31,Bundesliga,Midfielder,Borussia Dortmund,2245,1173,1072,28,15,13,4,2,2,5,0,32,13,19,4,0.36,0.2,0.16,0.15,0.17,561,80,449
Ayman Azhil,19,Bundesliga,Midfielder,Bayer Leverkusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aymen Barkok,22,Bundesliga,Midfielder,Fortuna Düsseldorf,78,9,69,3,1,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,26,0
Babacar Gueye,25,Bundesliga,Forward,Paderborn,109,47,62,3,2,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,36,0
Bas Dost,31,Bundesliga,Forward,Eintracht Frankfurt,1475,758,717,24,12,12,8,3,5,2,0,25,15,10,2,0.61,0.12,0.49,0.36,0.63,184,61,738
Bastian Oczipka,31,Bundesliga,Defender,Schalke 04,3014,1484,1530,34,17,17,0,0,0,5,0,55,24,31,4,0.15,0.15,0,0,0,0,89,603
Ben Zolinski,28,Bundesliga,Defender,Paderborn,1208,656,552,28,13,15,3,2,1,2,0,26,17,9,3,0.37,0.15,0.22,0.27,0.16,403,43,604
Benito Raman,26,Bundesliga,Forward,Schalke 04,1610,862,748,25,13,12,4,2,2,3,0,29,16,13,2,0.39,0.17,0.22,0.21,0.24,403,64,537
Benjamin Goller,21,Bundesliga,Midfielder,Werder Bremen,280,118,162,10,3,7,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,28,0
Benjamin Hübner,31,Bundesliga,Defender,Hoffenheim,2075,993,1082,25,12,13,1,0,1,4,0,32,21,11,7,0.22,0.17,0.04,0,0.08,2075,83,519
Benjamin Leneis,21,Bundesliga,Goalkeeper,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Pavard,24,Bundesliga,Defender,Bayern München,2790,1412,1378,32,16,16,4,3,1,4,0,27,13,14,5,0.26,0.13,0.13,0.19,0.07,698,87,698
Benjamin Stambouli,30,Bundesliga,Midfielder,Schalke 04,810,450,360,9,5,4,0,0,0,0,0,8,4,4,2,0,0,0,0,0,0,90,0
Benno Schmitz,25,Bundesliga,Defender,Köln,1159,567,592,18,10,8,0,0,0,0,0,23,12,11,1,0,0,0,0,0,0,64,0
Bernard Tekpetey,23,Bundesliga,Forward,Fortuna Düsseldorf,448,152,296,9,4,5,0,0,0,1,0,10,2,8,4,0.2,0.2,0,0,0,0,50,448
Birger Verstraete,26,Bundesliga,Midfielder,Köln,665,305,360,9,5,4,0,0,0,1,0,13,4,9,3,0.14,0.14,0,0,0,0,74,665
Bote Baku,22,Bundesliga,Midfielder,Mainz 05,2350,1212,1138,30,16,14,1,0,1,3,0,53,25,28,6,0.15,0.11,0.04,0,0.08,2350,78,783
Brandon Joel Gaetano Borrello,25,Bundesliga,Forward,Freiburg,299,139,160,7,3,4,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,43,0
Breel Embolo,23,Bundesliga,Forward,Borussia M'gladbach,1551,739,812,28,14,14,8,6,2,5,0,15,8,7,4,0.75,0.29,0.46,0.73,0.22,194,55,310
Can Bozdogan,19,Bundesliga,Midfielder,Schalke 04,236,69,167,3,1,2,0,0,0,0,0,6,0,6,2,0,0,0,0,0,0,79,0
Carlos Armando Gruezo Arboleda,25,Bundesliga,Midfielder,Augsburg,888,457,431,11,6,5,0,0,0,1,0,16,9,7,3,0.1,0.1,0,0,0,0,81,888
Cauly Oliveira Souza,25,Bundesliga,Midfielder,Paderborn,718,332,386,13,6,7,2,1,1,0,0,21,11,10,0,0.25,0,0.25,0.27,0.23,359,55,0
Chang-Hoon Kwon,26,Bundesliga,Midfielder,Freiburg,664,355,309,23,12,11,2,0,2,0,0,5,2,3,0,0.27,0,0.27,0,0.58,332,29,0
Charalambos Makridis,24,Bundesliga,Forward,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Aránguiz,31,Bundesliga,Midfielder,Bayer Leverkusen,2123,1049,1074,27,13,14,1,0,1,3,0,26,15,11,2,0.17,0.13,0.04,0,0.08,2123,79,708
Chinedu Ekene,21,Bundesliga,Forward,Hoffenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Führich,22,Bundesliga,Midfielder,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Richards,20,Bundesliga,Defender,Bayern München,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Christian Clemens,29,Bundesliga,Midfielder,Köln,15,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Christian Gentner,35,Bundesliga,Midfielder,Union Berlin,2453,1277,1176,31,17,14,3,2,1,2,0,34,13,21,4,0.18,0.07,0.11,0.14,0.08,818,79,1227
Christian Groß,31,Bundesliga,Midfielder,Werder Bremen,869,270,599,14,4,10,0,0,0,0,0,22,4,18,2,0,0,0,0,0,0,62,0
Christian Günter,27,Bundesliga,Defender,Freiburg,3032,1518,1514,34,17,17,2,1,1,8,0,41,13,28,2,0.3,0.24,0.06,0.06,0.06,1516,89,379
Christian Strohdiek,32,Bundesliga,Defender,Paderborn,1364,630,734,16,7,9,1,0,1,2,0,37,24,13,3,0.2,0.13,0.07,0,0.12,1364,85,682
Christoph Baumgartner,21,Bundesliga,Midfielder,Hoffenheim,1495,857,638,26,14,12,7,4,3,2,0,27,23,4,3,0.54,0.12,0.42,0.42,0.42,214,58,748
Christoph Kramer,29,Bundesliga,Midfielder,Borussia M'gladbach,1464,616,848,22,10,12,0,0,0,0,0,12,5,7,4,0,0,0,0,0,0,67,0
Christopher Antwi-Adjej,26,Bundesliga,Midfielder,Paderborn,2472,1203,1269,34,17,17,1,0,1,2,0,58,35,23,2,0.11,0.07,0.04,0,0.07,2472,73,1236
Christopher Lenz,26,Bundesliga,Defender,Union Berlin,2269,1080,1189,26,12,14,0,0,0,3,0,40,14,26,2,0.12,0.12,0,0,0,0,87,756
Christopher Nkunku,23,Bundesliga,Midfielder,RB Leipzig,1926,964,962,32,16,16,5,2,3,13,0,16,9,7,2,0.84,0.61,0.23,0.19,0.28,385,60,148
Christopher Trimmel,33,Bundesliga,Defender,Union Berlin,2864,1530,1334,32,17,15,0,0,0,8,0,48,18,30,6,0.25,0.25,0,0,0,0,90,358
Claudio Miguel Pizarro Bossio,42,Bundesliga,Forward,Werder Bremen,216,171,45,18,11,7,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,12,0
Connor Noß,19,Bundesliga,Forward,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corentin Tolisso,26,Bundesliga,Midfielder,Bayern München,636,353,283,13,6,7,1,0,1,2,0,7,6,1,0,0.42,0.28,0.14,0,0.32,636,49,318
Daichi Kamada,24,Bundesliga,Midfielder,Eintracht Frankfurt,1972,1046,926,28,14,14,2,1,1,4,0,38,21,17,5,0.27,0.18,0.09,0.09,0.1,986,70,493
Daishawn Redan,19,Bundesliga,Forward,Hertha BSC,20,20,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,0
Daley Sinkgraven,25,Bundesliga,Midfielder,Bayer Leverkusen,913,401,512,13,5,8,0,0,0,1,0,9,4,5,1,0.1,0.1,0,0,0,0,70,913
Dan-Axel Zagadou,21,Bundesliga,Defender,Borussia Dortmund,978,411,567,15,7,8,1,0,1,1,0,12,3,9,1,0.18,0.09,0.09,0,0.16,978,65,978
Dani Olmo,22,Bundesliga,Midfielder,RB Leipzig,753,327,426,12,6,6,3,0,3,1,0,4,1,3,1,0.48,0.12,0.36,0,0.63,251,63,753
Daniel Baier,36,Bundesliga,Midfielder,Augsburg,1946,950,996,23,11,12,1,1,0,0,0,38,15,23,6,0.05,0,0.05,0.09,0,1946,85,0
Daniel Brosinski,32,Bundesliga,Defender,Mainz 05,1701,886,815,26,13,13,2,1,1,4,1,28,14,14,3,0.32,0.21,0.11,0.1,0.11,851,65,425
Daniel Caligiuri,32,Bundesliga,Midfielder,Schalke 04,2300,1200,1100,28,14,14,2,2,0,2,1,41,17,24,5,0.16,0.08,0.08,0.15,0,1150,82,1150
Daniel Ginczek,29,Bundesliga,Forward,Wolfsburg,768,376,392,18,9,9,3,0,3,1,0,17,9,8,2,0.47,0.12,0.35,0,0.69,256,43,768
Danny Latza,30,Bundesliga,Midfielder,Mainz 05,1374,631,743,23,10,13,0,0,0,2,0,24,8,16,7,0.13,0.13,0,0,0,0,60,687
Danny Vieira da Costa,27,Bundesliga,Defender,Eintracht Frankfurt,1389,741,648,19,10,9,1,0,1,4,0,26,9,17,0,0.32,0.26,0.06,0,0.14,1389,73,347
Darko Churlinov,20,Bundesliga,Midfielder,Köln,20,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
David Abraham,34,Bundesliga,Defender,Eintracht Frankfurt,1691,794,897,20,10,10,2,2,0,0,0,27,10,17,3,0.11,0,0.11,0.23,0,846,85,0
David Alaba,28,Bundesliga,Defender,Bayern München,2498,1170,1328,28,13,15,1,1,0,1,0,22,11,11,0,0.07,0.04,0.04,0.08,0,2498,89,2498
Davie Selke,25,Bundesliga,Forward,Werder Bremen,1415,802,613,30,15,15,1,1,0,1,0,27,16,11,6,0.13,0.06,0.06,0.11,0,1415,47,1415
Davy Klaassen,27,Bundesliga,Midfielder,Werder Bremen,2941,1414,1527,33,16,17,7,1,6,5,1,62,29,33,7,0.37,0.15,0.21,0.06,0.35,420,89,588
Dawid Kownacki,23,Bundesliga,Forward,Fortuna Düsseldorf,1090,562,528,20,11,9,0,0,0,0,0,24,9,15,4,0,0,0,0,0,0,55,0
Dayot Upamecano,22,Bundesliga,Defender,RB Leipzig,2359,1129,1230,28,14,14,0,0,0,1,0,27,15,12,8,0.04,0.04,0,0,0,0,84,2359
Dedryck Boyata,29,Bundesliga,Defender,Hertha BSC,2439,1279,1160,28,15,13,4,2,2,1,0,38,20,18,9,0.18,0.04,0.15,0.14,0.16,610,87,2439
Dejan Joveljić,21,Bundesliga,Forward,Eintracht Frankfurt,149,52,97,4,2,2,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,37,0
Denis Zakaria,23,Bundesliga,Midfielder,Borussia M'gladbach,1947,1026,921,23,12,11,2,2,0,2,0,21,11,10,7,0.18,0.09,0.09,0.18,0,974,85,974
Dennis Borkowski,18,Bundesliga,Forward,RB Leipzig,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Dennis Geiger,22,Bundesliga,Midfielder,Hoffenheim,1138,704,434,21,13,8,0,0,0,3,0,23,17,6,3,0.24,0.24,0,0,0,0,54,379
Dennis Jastrzembski,20,Bundesliga,Forward,Paderborn,174,16,158,6,2,4,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,29,0
Dennis Smarsch,21,Bundesliga,Goalkeeper,Hertha BSC,150,0,150,2,0,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,75,0
Dennis Srbeny,26,Bundesliga,Forward,Paderborn,1127,536,591,17,8,9,5,4,1,1,0,26,18,8,2,0.48,0.08,0.4,0.67,0.15,225,66,1127
Diego Contento,30,Bundesliga,Defender,Fortuna Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Demme,28,Bundesliga,Midfielder,RB Leipzig,1212,574,638,17,8,9,0,0,0,0,0,15,7,8,3,0,0,0,0,0,0,71,0
Djibril Sow,23,Bundesliga,Midfielder,Eintracht Frankfurt,1740,789,951,29,13,16,1,1,0,3,0,30,14,16,2,0.21,0.16,0.05,0.11,0,1740,60,580
Dodi Lukebakio,23,Bundesliga,Midfielder,Hertha BSC,2043,994,1049,30,14,16,7,3,4,6,0,35,16,19,2,0.57,0.26,0.31,0.27,0.34,292,68,341
Dominick Drexler,30,Bundesliga,Midfielder,Köln,1585,832,753,27,16,11,3,1,2,4,0,38,12,26,5,0.4,0.23,0.17,0.11,0.24,528,59,396
Dominik Bilogrević,21,Bundesliga,Midfielder,Paderborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Kohr,26,Bundesliga,Midfielder,Eintracht Frankfurt,1448,763,685,26,13,13,0,0,0,3,0,29,15,14,6,0.19,0.19,0,0,0,0,56,483
Dominique Heintz,27,Bundesliga,Defender,Freiburg,2434,1178,1256,28,14,14,0,0,0,1,0,32,9,23,2,0.04,0.04,0,0,0,0,87,2434
Dong-Won Ji,29,Bundesliga,Midfielder,Mainz 05,100,0,100,4,0,4,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,25,0
Edimilson Fernandes,24,Bundesliga,Midfielder,Mainz 05,1487,792,695,24,13,11,1,1,0,0,0,31,15,16,7,0.06,0,0.06,0.11,0,1487,62,0
Edmond Fayçal Tapsoba,21,Bundesliga,Defender,Bayer Leverkusen,1057,545,512,14,7,7,0,0,0,0,0,20,12,8,2,0,0,0,0,0,0,76,0
Eduard Löwen,23,Bundesliga,Defender,Augsburg,977,594,383,23,12,11,2,1,1,1,0,20,13,7,0,0.28,0.09,0.18,0.15,0.23,489,42,977
Ellyes Skhiri,25,Bundesliga,Midfielder,Köln,2676,1414,1262,32,16,16,1,0,1,3,0,60,24,36,4,0.13,0.1,0.03,0,0.07,2676,84,892
Elvis Rexhbecaj,23,Bundesliga,Midfielder,Köln,620,271,349,13,6,7,0,0,0,3,0,15,5,10,3,0.44,0.44,0,0,0,0,48,207
Emil Forsberg,29,Bundesliga,Forward,RB Leipzig,1141,612,529,22,11,11,5,4,1,2,2,18,12,6,1,0.55,0.16,0.39,0.59,0.17,228,52,571
Emre Can,26,Bundesliga,Midfielder,Borussia Dortmund,956,378,578,12,5,7,2,1,1,0,0,8,2,6,5,0.19,0,0.19,0.24,0.16,478,80,0
Eric Oelschlägel,25,Bundesliga,Goalkeeper,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Durm,28,Bundesliga,Defender,Eintracht Frankfurt,511,246,265,9,3,6,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,57,0
Erik Thommy,26,Bundesliga,Midfielder,Fortuna Düsseldorf,2264,1239,1025,34,17,17,6,4,2,4,0,44,23,21,3,0.4,0.16,0.24,0.29,0.18,377,67,566
Ermin Bičakčić,30,Bundesliga,Defender,Hoffenheim,1172,535,637,21,9,12,2,1,1,0,0,20,11,9,0,0.15,0,0.15,0.17,0.14,586,56,0
Ethan Ampadu,20,Bundesliga,Midfielder,RB Leipzig,78,68,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Exequiel Palacios,22,Bundesliga,Midfielder,Bayer Leverkusen,177,113,64,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,59,0
Fabian Giefer,30,Bundesliga,Goalkeeper,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Johnson,32,Bundesliga,Midfielder,Borussia M'gladbach,271,190,81,6,4,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,45,0
Fabian Reese,22,Bundesliga,Forward,Schalke 04,86,0,86,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
Fabrice Hartmann,19,Bundesliga,Forward,RB Leipzig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Famana Quizera,18,Bundesliga,Midfielder,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Götze,22,Bundesliga,Defender,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Klaus,28,Bundesliga,Midfielder,Wolfsburg,669,307,362,23,10,13,0,0,0,1,0,7,2,5,1,0.13,0.13,0,0,0,0,29,669
Felix Kroos,29,Bundesliga,Midfielder,Union Berlin,369,187,182,15,8,7,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,25,0
