full_name,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Leon Bailey Butler,23,Bundesliga,Forward,Bayer Leverkusen,1106,524,582,22,11,11,5,2,3,3,0,17,7,10,2,0.65,0.24,0.41,0.34,0.46,221,50,369
Leon Dajaku,19,Bundesliga,Forward,Bayern München,10,0,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Leon Goretzka,25,Bundesliga,Midfielder,Bayern München,1513,779,734,24,11,13,6,4,2,5,0,11,7,4,2,0.65,0.3,0.36,0.46,0.25,252,63,303
Leonardo Balerdi Rossa,21,Bundesliga,Defender,Borussia Dortmund,128,109,19,7,4,3,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,18,0
Leonardo Bittencourt,26,Bundesliga,Midfielder,Werder Bremen,1901,888,1013,29,15,14,4,0,4,2,0,46,23,23,7,0.28,0.09,0.19,0,0.36,475,66,951
Leopold Zingerle,26,Bundesliga,Goalkeeper,Paderborn,2520,1260,1260,28,14,14,0,0,0,0,0,54,33,21,1,0,0,0,0,0,0,90,0
Levin Oztunali,24,Bundesliga,Midfielder,Mainz 05,1778,933,845,27,14,13,4,2,2,3,0,39,18,21,1,0.35,0.15,0.2,0.19,0.21,445,66,593
Lewis Baker,25,Bundesliga,Midfielder,Fortuna Düsseldorf,548,261,287,8,4,4,0,0,0,0,0,13,6,7,1,0,0,0,0,0,0,69,0
Lino Kasten,19,Bundesliga,Goalkeeper,Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lino Tempelmann,21,Bundesliga,Midfielder,Freiburg,34,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
Louis Jordan Beyer,20,Bundesliga,Defender,Borussia M'gladbach,107,44,63,3,1,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,36,0
Louis Schaub,25,Bundesliga,Midfielder,Köln,626,240,386,9,4,5,1,1,0,1,0,10,2,8,0,0.29,0.14,0.14,0.38,0,626,70,626
Luc Ihorst,20,Bundesliga,Forward,Werder Bremen,10,10,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0
Luca Horn,21,Bundesliga,Defender,Wolfsburg,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Luca Jannis Kilian,21,Bundesliga,Defender,Paderborn,1261,736,525,15,9,6,0,0,0,0,0,28,15,13,1,0,0,0,0,0,0,84,0
Luca Netz,17,Bundesliga,Defender,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Plogmann,20,Bundesliga,Goalkeeper,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Unbehaun,19,Bundesliga,Goalkeeper,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Alario,28,Bundesliga,Forward,Bayer Leverkusen,1165,702,463,24,12,12,7,6,1,1,1,19,12,7,6,0.62,0.08,0.54,0.77,0.19,166,49,1165
Lucas Hernández Pi,24,Bundesliga,Defender,Bayern München,915,513,402,19,9,10,0,0,0,1,0,9,5,4,3,0.1,0.1,0,0,0,0,48,915
Lucas Höler,26,Bundesliga,Forward,Freiburg,2495,1255,1240,34,17,17,8,3,5,2,0,36,11,25,4,0.36,0.07,0.29,0.22,0.36,312,73,1248
Lucas Ribeiro dos Santos,21,Bundesliga,Defender,Hoffenheim,63,60,3,2,1,1,1,0,1,0,0,3,3,0,1,1.43,0,1.43,0,30,63,32,0
Lucas Torró Marset,26,Bundesliga,Midfielder,Eintracht Frankfurt,331,48,283,7,2,5,0,0,0,0,0,6,1,5,5,0,0,0,0,0,0,47,0
Ludwig Augustinsson,26,Bundesliga,Defender,Werder Bremen,924,464,460,12,6,6,0,0,0,1,0,24,11,13,2,0.1,0.1,0,0,0,0,77,924
Luis Klatte,20,Bundesliga,Goalkeeper,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Hrádecký,30,Bundesliga,Goalkeeper,Bayer Leverkusen,3060,1530,1530,34,17,17,0,0,0,0,0,43,22,21,1,0,0,0,0,0,0,90,0
Lukas Klostermann,24,Bundesliga,Defender,RB Leipzig,2647,1322,1325,31,16,15,3,2,1,1,0,25,15,10,1,0.14,0.03,0.1,0.14,0.07,882,85,2647
Lukas Klünter,24,Bundesliga,Defender,Hertha BSC,1875,975,900,23,13,10,0,0,0,2,0,36,19,17,5,0.1,0.1,0,0,0,0,82,938
Lukas Kübler,28,Bundesliga,Defender,Freiburg,211,209,2,5,3,2,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,42,0
Lukas Nmecha,21,Bundesliga,Forward,Wolfsburg,127,45,82,6,4,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,21,0
Lukas Rupp,29,Bundesliga,Midfielder,Hoffenheim,341,159,182,7,4,3,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,49,0
Mads Pedersen,24,Bundesliga,Defender,Augsburg,95,0,95,2,0,2,0,0,0,1,0,5,0,5,0,0.95,0.95,0,0,0,0,48,95
Maduka Okoye,21,Bundesliga,Goalkeeper,Fortuna Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahmoud Dahoud,24,Bundesliga,Midfielder,Borussia Dortmund,557,403,154,12,8,4,0,0,0,1,0,8,6,2,1,0.16,0.16,0,0,0,0,46,557
Makoto Hasebe,36,Bundesliga,Midfielder,Eintracht Frankfurt,1966,1156,810,23,14,9,0,0,0,0,0,36,19,17,3,0,0,0,0,0,0,85,0
Malick Thiaw,19,Bundesliga,Midfielder,Schalke 04,72,21,51,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18,0
Mamadou Doucouré,22,Bundesliga,Defender,Borussia M'gladbach,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamoudou Karamoko,21,Bundesliga,Forward,Wolfsburg,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Manuel Akanji,25,Bundesliga,Defender,Borussia Dortmund,2306,1124,1182,29,13,16,0,0,0,1,0,31,8,23,2,0.04,0.04,0,0,0,0,80,2306
Manuel Gulde,29,Bundesliga,Defender,Freiburg,1373,580,793,17,8,9,1,0,1,0,0,22,6,16,0,0.07,0,0.07,0,0.11,1373,81,0
Manuel Neuer,34,Bundesliga,Goalkeeper,Bayern München,2970,1440,1530,33,16,17,0,0,0,0,0,29,14,15,0,0,0,0,0,0,0,90,0
Manuel Pherai,19,Bundesliga,Midfielder,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Schmiedebach,31,Bundesliga,Midfielder,Union Berlin,178,178,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,36,0
Marcel Halstenberg,29,Bundesliga,Defender,RB Leipzig,2522,1359,1163,29,16,13,3,1,2,3,0,23,16,7,6,0.21,0.11,0.11,0.07,0.15,841,87,841
Marcel Risse,30,Bundesliga,Midfielder,Köln,127,86,41,6,4,2,0,0,0,2,0,1,0,1,1,1.42,1.42,0,0,0,0,21,64
Marcel Sabitzer,26,Bundesliga,Midfielder,RB Leipzig,2507,1219,1288,32,16,16,9,3,6,7,0,23,15,8,4,0.57,0.25,0.32,0.22,0.42,279,78,358
Marcel Schmelzer,32,Bundesliga,Defender,Borussia Dortmund,59,39,20,7,3,4,1,0,1,1,0,1,0,1,0,3.05,1.53,1.53,0,4.5,59,8,59
Marcel Sobottka,26,Bundesliga,Midfielder,Fortuna Düsseldorf,698,359,339,18,9,9,0,0,0,1,0,13,5,8,2,0.13,0.13,0,0,0,0,39,698
Marcel Tisserand,27,Bundesliga,Defender,Wolfsburg,1206,540,666,15,6,9,1,0,1,1,0,14,4,10,8,0.15,0.07,0.07,0,0.14,1206,80,1206
Marcelo Josemir Saracchi Pintos,22,Bundesliga,Midfielder,RB Leipzig,176,98,78,4,2,2,1,0,1,0,0,3,1,2,1,0.51,0,0.51,0,1.15,176,44,0
Marco Friedl,22,Bundesliga,Defender,Werder Bremen,2185,1047,1138,27,12,15,1,0,1,3,0,45,22,23,9,0.16,0.12,0.04,0,0.08,2185,81,728
Marco Höger,31,Bundesliga,Midfielder,Köln,672,169,503,15,6,9,0,0,0,0,0,23,6,17,2,0,0,0,0,0,0,45,0
Marco Rente,23,Bundesliga,Midfielder,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Reus,31,Bundesliga,Forward,Borussia Dortmund,1502,780,722,19,10,9,11,10,1,5,1,24,10,14,1,0.96,0.3,0.66,1.15,0.12,137,79,300
Marco Richter,22,Bundesliga,Forward,Augsburg,2288,1153,1135,31,16,15,4,4,0,3,0,39,21,18,2,0.28,0.12,0.16,0.31,0,572,74,763
Marco Russ,35,Bundesliga,Defender,Eintracht Frankfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Ingvartsen,24,Bundesliga,Forward,Union Berlin,1725,794,931,28,12,16,5,3,2,2,1,26,6,20,4,0.37,0.1,0.26,0.34,0.19,345,62,863
Marcus Schubert,22,Bundesliga,Goalkeeper,Schalke 04,741,381,360,9,5,4,0,0,0,0,0,17,5,12,0,0,0,0,0,0,0,82,0
Marcus Thuram,23,Bundesliga,Forward,Borussia M'gladbach,2217,1076,1141,31,15,16,10,7,3,8,0,24,14,10,3,0.73,0.32,0.41,0.59,0.24,222,72,277
Marek Suchý,32,Bundesliga,Defender,Augsburg,395,170,225,7,3,4,0,0,0,0,0,12,5,7,1,0,0,0,0,0,0,56,0
Marijan Ćavar,22,Bundesliga,Midfielder,Eintracht Frankfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Götze,28,Bundesliga,Midfielder,Borussia Dortmund,515,187,328,15,7,8,3,2,1,0,1,8,2,6,0,0.52,0,0.52,0.96,0.27,172,34,0
Marius Bülter,27,Bundesliga,Midfielder,Union Berlin,2332,1090,1242,32,17,15,7,4,3,1,0,44,17,27,1,0.31,0.04,0.27,0.33,0.22,333,73,2332
Marius Wolf,25,Bundesliga,Midfielder,Hertha BSC,1410,791,619,21,12,9,1,1,0,3,0,31,21,10,3,0.26,0.19,0.06,0.11,0,1410,67,470
Mark Flekken,27,Bundesliga,Goalkeeper,Freiburg,900,450,450,10,5,5,0,0,0,0,0,11,1,10,0,0,0,0,0,0,0,90,0
Mark Uth,29,Bundesliga,Forward,Köln,1521,706,815,23,10,13,5,2,3,5,1,33,14,19,5,0.59,0.3,0.3,0.25,0.33,304,66,304
Marko Grujić,24,Bundesliga,Midfielder,Hertha BSC,2422,1145,1277,29,14,15,4,0,4,1,0,43,22,21,9,0.19,0.04,0.15,0,0.28,606,84,2422
Markus Suttner,33,Bundesliga,Defender,Fortuna Düsseldorf,1340,746,594,21,12,9,0,0,0,1,0,22,13,9,3,0.07,0.07,0,0,0,0,64,1340
Marlon Ritter,26,Bundesliga,Forward,Paderborn,429,191,238,11,5,6,0,0,0,1,0,9,5,4,3,0.21,0.21,0,0,0,0,39,429
Martin Harnik,33,Bundesliga,Forward,Werder Bremen,7,3,4,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0
Martin Hinteregger,28,Bundesliga,Defender,Eintracht Frankfurt,2721,1461,1260,31,17,14,8,4,4,1,0,52,24,28,8,0.3,0.03,0.26,0.25,0.29,340,88,2721
Márton Dárdai,18,Bundesliga,Defender,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Friedrich,24,Bundesliga,Defender,Union Berlin,2790,1440,1350,31,16,15,2,1,1,0,0,50,16,34,11,0.06,0,0.06,0.06,0.07,1395,90,0
Marvin Plattenhardt,28,Bundesliga,Defender,Hertha BSC,1399,810,589,17,9,8,0,0,0,5,0,24,14,10,1,0.32,0.32,0,0,0,0,82,280
Marwin Hitz,33,Bundesliga,Goalkeeper,Borussia Dortmund,289,199,90,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,72,0
Mateu Jaume Morey Bauzà,20,Bundesliga,Defender,Borussia Dortmund,195,114,81,5,3,2,0,0,0,1,0,4,4,0,0,0.46,0.46,0,0,0,0,39,195
Matheus Santos Carneiro Da Cunha,21,Bundesliga,Forward,Hertha BSC,1019,373,646,21,9,12,5,3,2,1,0,15,6,9,3,0.53,0.09,0.44,0.72,0.28,204,49,1019
Mathew Leckie,29,Bundesliga,Midfielder,Hertha BSC,189,41,148,7,4,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,27,0
Mathias Jattah-Njie Jørgensen,30,Bundesliga,Defender,Fortuna Düsseldorf,495,133,362,9,3,6,0,0,0,1,0,15,5,10,1,0.18,0.18,0,0,0,0,55,495
Matija Nastasić,27,Bundesliga,Defender,Schalke 04,1364,644,720,16,8,8,0,0,0,0,0,28,13,15,2,0,0,0,0,0,0,85,0
Mats Hummels,31,Bundesliga,Defender,Borussia Dortmund,2586,1216,1370,31,14,17,1,0,1,3,0,36,15,21,8,0.14,0.1,0.03,0,0.07,2586,83,862
Matthias Bader,23,Bundesliga,Defender,Köln,11,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Matthias Ginter,26,Bundesliga,Defender,Borussia M'gladbach,2781,1341,1440,31,15,16,1,1,0,1,0,29,13,16,2,0.06,0.03,0.03,0.07,0,2781,90,2781
Matthias Zimmermann,28,Bundesliga,Midfielder,Fortuna Düsseldorf,2925,1484,1441,34,17,17,1,0,1,2,0,61,26,35,4,0.09,0.06,0.03,0,0.06,2925,86,1463
Maurice Covic,22,Bundesliga,Midfielder,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Malone,20,Bundesliga,Forward,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Grün,33,Bundesliga,Goalkeeper,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximilian Arnold,26,Bundesliga,Midfielder,Wolfsburg,2826,1356,1470,33,16,17,4,2,2,8,0,41,20,21,8,0.38,0.25,0.13,0.13,0.12,707,86,353
Maximilian Beier,18,Bundesliga,Forward,Hoffenheim,103,44,59,6,1,5,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,17,0
Maximilian Eggestein,23,Bundesliga,Midfielder,Werder Bremen,2856,1416,1440,32,16,16,1,0,1,3,0,62,30,32,6,0.13,0.09,0.03,0,0.06,2856,89,952
Maximilian Mittelstädt,23,Bundesliga,Defender,Hertha BSC,1882,878,1004,26,13,13,1,1,0,3,0,34,18,16,4,0.19,0.14,0.05,0.1,0,1882,72,627
Melayro Bogarde,18,Bundesliga,Midfielder,Hoffenheim,51,0,51,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0
Michael Esser,32,Bundesliga,Goalkeeper,Hoffenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gregoritsch,26,Bundesliga,Forward,Schalke 04,1135,491,644,20,9,11,1,1,0,1,0,26,10,16,2,0.16,0.08,0.08,0.18,0,1135,57,1135
Michael Lang,29,Bundesliga,Defender,Werder Bremen,542,260,282,9,3,6,0,0,0,0,0,18,9,9,0,0,0,0,0,0,0,60,0
Michael Langer,35,Bundesliga,Goalkeeper,Schalke 04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Parensen,34,Bundesliga,Midfielder,Union Berlin,627,189,438,9,3,6,1,0,1,0,0,10,0,10,4,0.14,0,0.14,0,0.21,627,70,0
Michael Ratajczak,38,Bundesliga,Goalkeeper,Paderborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Rensing,36,Bundesliga,Goalkeeper,Fortuna Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickaël Cuisance,21,Bundesliga,Midfielder,Bayern München,302,204,98,9,6,3,1,0,1,0,0,2,2,0,1,0.3,0,0.3,0,0.92,302,34,0
Mijat Gaćinović,25,Bundesliga,Midfielder,Eintracht Frankfurt,1048,453,595,23,12,11,0,0,0,1,0,14,3,11,2,0.09,0.09,0,0,0,0,46,1048
Mike Frantz,34,Bundesliga,Midfielder,Freiburg,339,160,179,18,8,10,0,0,0,1,0,2,1,1,2,0.27,0.27,0,0,0,0,19,339
Milos Veljkovic,25,Bundesliga,Midfielder,Werder Bremen,2055,1153,902,24,13,11,0,0,0,1,0,44,22,22,7,0.04,0.04,0,0,0,0,86,2055
Milot Rashica,24,Bundesliga,Forward,Werder Bremen,2278,1127,1151,28,14,14,8,2,6,5,2,51,26,25,2,0.51,0.2,0.32,0.16,0.47,285,81,456
Mitchell Weiser,26,Bundesliga,Midfielder,Bayer Leverkusen,1171,633,538,18,10,8,1,0,1,0,0,14,8,6,3,0.08,0,0.08,0,0.17,1171,65,0
Mohamed Dräger,24,Bundesliga,Midfielder,Paderborn,1457,806,651,18,10,8,1,0,1,3,0,41,25,16,2,0.25,0.19,0.06,0,0.14,1457,81,486
Moritz Nicolas,23,Bundesliga,Goalkeeper,Union Berlin,90,0,90,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,90,0
Moussa Diaby,21,Bundesliga,Forward,Bayer Leverkusen,1767,829,938,28,12,16,5,3,2,5,0,28,15,13,3,0.51,0.25,0.25,0.33,0.19,353,63,353
Moussa Niakhate,24,Bundesliga,Defender,Mainz 05,2970,1530,1440,33,17,16,1,0,1,2,0,56,28,28,7,0.09,0.06,0.03,0,0.06,2970,90,1485
Munas Dabbur,28,Bundesliga,Forward,Hoffenheim,773,298,475,14,6,8,4,1,3,0,0,8,4,4,4,0.47,0,0.47,0.3,0.57,193,55,0
Münir Mercan,19,Bundesliga,Midfielder,Schalke 04,68,68,0,5,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,14,0
Nadiem Amiri,24,Bundesliga,Midfielder,Bayer Leverkusen,1861,875,986,30,15,15,1,1,0,2,0,25,16,9,3,0.15,0.1,0.05,0.1,0,1861,62,931
Nana Opoku Ampomah,24,Bundesliga,Midfielder,Fortuna Düsseldorf,498,344,154,12,7,5,0,0,0,0,0,16,10,6,1,0,0,0,0,0,0,42,0
Nassim Boujellab,21,Bundesliga,Forward,Schalke 04,414,160,254,11,5,6,0,0,0,0,0,9,1,8,2,0,0,0,0,0,0,38,0
Neven Subotić,31,Bundesliga,Defender,Union Berlin,1972,975,997,23,11,12,1,1,0,0,0,37,13,24,3,0.05,0,0.05,0.09,0,1972,86,0
Nick Woltemade,18,Bundesliga,Forward,Werder Bremen,89,31,58,5,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,0
Niclas Füllkrug,27,Bundesliga,Forward,Werder Bremen,401,164,237,8,4,4,4,1,3,1,0,7,2,5,2,1.12,0.22,0.9,0.55,1.14,100,50,401
Niclas Thiede,21,Bundesliga,Goalkeeper,Freiburg,67,0,67,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,67,0
Nico Elvedi,24,Bundesliga,Defender,Borussia M'gladbach,2621,1418,1203,32,17,15,1,1,0,0,0,29,16,13,5,0.03,0,0.03,0.06,0,2621,82,0
Nico Schlotterbeck,20,Bundesliga,Defender,Freiburg,365,215,150,13,8,5,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,28,0
Nico Schulz,27,Bundesliga,Midfielder,Borussia Dortmund,592,260,332,11,6,5,1,0,1,0,0,11,4,7,0,0.15,0,0.15,0,0.27,592,54,0
Nicolai Rapp,23,Bundesliga,Defender,Union Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Höfler,30,Bundesliga,Midfielder,Freiburg,2785,1435,1350,32,17,15,1,1,0,0,0,37,12,25,9,0.03,0,0.03,0.06,0,2785,87,0
Niklas Hauptmann,24,Bundesliga,Midfielder,Köln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Klinger,25,Bundesliga,Goalkeeper,Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Lomb,27,Bundesliga,Goalkeeper,Bayer Leverkusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Moisander,35,Bundesliga,Defender,Werder Bremen,1980,1080,900,22,12,10,0,0,0,0,0,38,23,15,5,0,0,0,0,0,0,90,0
Niklas Stark,25,Bundesliga,Defender,Hertha BSC,1735,776,959,21,10,11,1,1,0,0,0,39,20,19,8,0.05,0,0.05,0.12,0,1735,83,0
Niklas Süle,25,Bundesliga,Defender,Bayern München,642,360,282,8,4,4,0,0,0,1,0,9,5,4,1,0.14,0.14,0,0,0,0,80,642
Niko Gießelmann,29,Bundesliga,Defender,Fortuna Düsseldorf,2056,934,1122,25,12,13,1,1,0,1,0,44,14,30,6,0.09,0.04,0.04,0.1,0,2056,82,2056
Nils Petersen,31,Bundesliga,Forward,Freiburg,2428,1194,1234,34,17,17,11,4,7,2,1,32,10,22,1,0.48,0.07,0.41,0.3,0.51,221,71,1214
Nils Stendera,20,Bundesliga,Midfielder,Eintracht Frankfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Katterbach,19,Bundesliga,Midfielder,Köln,1319,675,644,18,9,9,0,0,0,0,0,30,11,19,2,0,0,0,0,0,0,73,0
Noah-Joel Sarenren-Bazee,24,Bundesliga,Midfielder,Augsburg,377,126,251,10,5,5,1,0,1,0,0,4,1,3,1,0.24,0,0.24,0,0.36,377,38,0
Nordi Mukiele Mulere,23,Bundesliga,Defender,RB Leipzig,1785,893,892,25,12,13,3,2,1,1,0,19,11,8,1,0.2,0.05,0.15,0.2,0.1,595,71,1785
Nuri Şahin,32,Bundesliga,Midfielder,Werder Bremen,1258,477,781,16,7,9,0,0,0,3,0,33,13,20,5,0.21,0.21,0,0,0,0,79,419
Obite Evan N'Dicka,21,Bundesliga,Defender,Eintracht Frankfurt,1724,694,1030,22,10,12,1,0,1,1,0,34,12,22,3,0.1,0.05,0.05,0,0.09,1724,78,1724
Oliver Batista Meier,19,Bundesliga,Forward,Bayern München,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Oliver Baumann,30,Bundesliga,Goalkeeper,Hoffenheim,2700,1350,1350,30,15,15,0,0,0,0,0,47,32,15,1,0,0,0,0,0,0,90,0
Oliver Fink,38,Bundesliga,Midfielder,Fortuna Düsseldorf,675,387,288,14,6,8,0,0,0,1,0,16,6,10,2,0.13,0.13,0,0,0,0,48,675
Omar Marmoush,21,Bundesliga,Forward,Wolfsburg,76,35,41,5,2,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,15,0
Omar Mascarell González,27,Bundesliga,Midfielder,Schalke 04,2029,1047,982,23,12,11,0,0,0,1,0,29,15,14,4,0.04,0.04,0,0,0,0,88,2029
Omar Rekik,18,Bundesliga,Defender,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ömer Toprak,31,Bundesliga,Defender,Werder Bremen,718,421,297,10,5,5,0,0,0,0,0,14,10,4,2,0,0,0,0,0,0,72,0
Ondrej Duda,25,Bundesliga,Midfielder,Hertha BSC,451,165,286,7,3,4,0,0,0,1,0,8,2,6,2,0.2,0.2,0,0,0,0,64,451
