full_name,age,league,position,current_club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Aarón Escandell Banacloche,25,La Liga,Goalkeeper,Granada CF,270,90,180,3,1,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,90,0
Abdallahi Mohamed Mahmoud,20,La Liga,Defender,Deportivo Alavés,150,25,125,3,1,2,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,50,0
Abdón Prats Bastidas,27,La Liga,Forward,RCD Mallorca,260,124,136,20,9,11,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,13,0
Abdul Rahman Baba,26,La Liga,Defender,RCD Mallorca,109,90,19,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,55,0
Adnan Januzaj,25,La Liga,Midfielder,Real Sociedad,1164,537,627,24,13,11,3,2,1,3,0,13,4,9,3,0.46,0.23,0.23,0.34,0.14,388,49,388
Adrià Giner Pedrosa,22,La Liga,Defender,RCD Espanyol,1081,601,480,20,11,9,1,0,1,0,0,17,10,7,3,0.08,0,0.08,0,0.19,1081,54,0
Adrián,33,La Liga,Goalkeeper,CA Osasuna,1453,854,599,26,14,12,2,1,1,0,1,20,13,7,0,0.12,0,0.12,0.11,0.15,727,56,0
Adrián Embarba Blázquez,28,La Liga,Forward,RCD Espanyol,1381,649,732,18,9,9,2,0,2,4,1,18,8,10,4,0.39,0.26,0.13,0,0.25,691,77,345
Adrián Guerrero,22,La Liga,Midfielder,Valencia CF,126,82,44,2,1,1,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,63,0
Adrián Marín Gómez,23,La Liga,Defender,Deportivo Alavés,852,288,564,12,5,7,0,0,0,0,0,17,5,12,1,0,0,0,0,0,0,71,0
Aihen Muñoz Capellán,23,La Liga,Midfielder,Real Sociedad,980,357,623,15,7,8,0,0,0,0,0,11,4,7,1,0,0,0,0,0,0,65,0
Aimar Oroz,18,La Liga,Midfielder,CA Osasuna,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Aïssa Mandi,29,La Liga,Defender,Real Betis,2578,1433,1145,29,16,13,0,0,0,0,0,34,20,14,10,0,0,0,0,0,0,89,0
Aitor Fernández Abarisketa,29,La Liga,Goalkeeper,Levante UD,3240,1620,1620,36,18,18,0,0,0,0,0,51,19,32,2,0,0,0,0,0,0,90,0
Aitor Ruibal García,24,La Liga,Forward,Leganés,1216,557,659,25,11,14,0,0,0,0,0,11,4,7,5,0,0,0,0,0,0,49,0
Alberto Moreno,28,La Liga,Defender,Villarreal,1474,690,784,18,8,10,0,0,0,0,0,20,13,7,6,0,0,0,0,0,0,82,0
Alberto Rodríguez Baro,23,La Liga,Defender,Deportivo Alavés,235,52,183,6,3,3,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,39,0
Aleix Febas Pérez,24,La Liga,Midfielder,RCD Mallorca,1700,752,948,29,14,15,0,0,0,3,0,31,6,25,4,0.16,0.16,0,0,0,0,59,567
Aleix Vidal,31,La Liga,Defender,Deportivo Alavés,2177,1178,999,29,14,15,2,1,1,4,0,32,11,21,6,0.25,0.17,0.08,0.08,0.09,1089,75,544
Alejandro Baena Rodríguez,19,La Liga,Midfielder,Villarreal,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Alejandro Blesa Pina,0,La Liga,Midfielder,Levante UD,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alejandro Martínez Sánchez,30,La Liga,Defender,Granada CF,14,0,14,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,14,0
Alejandro Moreno Lopera,27,La Liga,Midfielder,Real Betis,2265,1118,1147,31,15,16,0,0,0,4,0,39,19,20,5,0.16,0.16,0,0,0,0,73,566
Alejandro Pozo Pozo,21,La Liga,Midfielder,RCD Mallorca,1532,693,839,22,11,11,1,1,0,2,0,28,10,18,0,0.18,0.12,0.06,0.13,0,1532,70,766
Alejandro Remiro Gargallo,25,La Liga,Goalkeeper,Real Sociedad,2250,1260,990,25,14,11,0,0,0,0,0,28,14,14,0,0,0,0,0,0,0,90,0
Aleksandar Sedlar,28,La Liga,Defender,RCD Mallorca,823,213,610,12,4,8,0,0,0,0,0,15,4,11,4,0,0,0,0,0,0,69,0
Aleksandar Trajkovski,28,La Liga,Forward,RCD Mallorca,319,125,194,14,7,7,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,23,0
Alessandro Florenzi,29,La Liga,Midfielder,Valencia CF,755,378,377,12,6,6,0,0,0,0,0,8,3,5,2,0,0,0,0,0,0,63,0
Álex Alegría,28,La Liga,Forward,RCD Mallorca,103,73,30,6,4,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,17,0
Álex Collado Gutiérrez,21,La Liga,Midfielder,FC Barcelona,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Alexander Isak,21,La Liga,Forward,Real Sociedad,1497,778,719,37,18,19,9,4,5,1,0,19,9,10,4,0.6,0.06,0.54,0.46,0.63,166,40,1497
Alexander Szymanowski,32,La Liga,Midfielder,Leganés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso,24,La Liga,Midfielder,Real Betis,1350,732,618,21,11,10,1,1,0,0,0,20,8,12,3,0.07,0,0.07,0.12,0,1350,64,0
Alfonso Pastor Vacas,20,La Liga,Goalkeeper,Sevilla FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Nyom,32,La Liga,Defender,Getafe CF,2436,1301,1135,34,19,15,2,1,1,0,0,27,14,13,15,0.07,0,0.07,0.07,0.08,1218,72,0
Alphonse Areola,27,La Liga,Goalkeeper,Real Madrid,360,180,180,4,2,2,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,90,0
Álvaro García Segovia,20,La Liga,Midfielder,Atlético Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvaro Morata,28,La Liga,Forward,Atlético Madrid,2116,1140,976,34,16,18,12,7,5,2,2,12,6,6,6,0.6,0.09,0.51,0.55,0.46,176,62,1058
Álvaro Odriozola,24,La Liga,Defender,Real Madrid,344,180,164,4,2,2,0,0,0,1,0,3,2,1,3,0.26,0.26,0,0,0,0,86,344
Álvaro Tejero Sacristán,24,La Liga,Defender,SD Eibar,1448,472,976,18,6,12,0,0,0,0,0,18,4,14,4,0,0,0,0,0,0,80,0
Álvaro Vadillo Cifuentes,26,La Liga,Midfielder,Granada CF,1222,708,514,22,12,10,3,3,0,1,1,15,6,9,0,0.29,0.07,0.22,0.38,0,407,56,1222
Amath Ndiaye,24,La Liga,Forward,Getafe CF,59,17,42,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Anaitz Arbilla,33,La Liga,Defender,SD Eibar,2007,1102,905,24,13,11,1,0,1,0,0,37,20,17,5,0.04,0,0.04,0,0.1,2007,84,0
Ander Barrenetxea Muguruza,18,La Liga,Forward,Real Sociedad,431,183,248,17,8,9,1,1,0,0,0,4,4,0,1,0.21,0,0.21,0.49,0,431,25,0
Ander Capa,28,La Liga,Defender,Athletic Club Bilbao,2875,1555,1320,35,19,16,3,2,1,4,0,31,11,20,10,0.22,0.13,0.09,0.12,0.07,958,82,719
Ander Guevara Lajo,23,La Liga,Midfielder,Real Sociedad,941,486,455,14,7,7,0,0,0,0,0,13,7,6,4,0,0,0,0,0,0,67,0
Ander Iturraspe Derteano,31,La Liga,Midfielder,RCD Espanyol,240,113,127,8,4,4,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,30,0
Andoni Gorosabel,24,La Liga,Defender,Real Sociedad,713,253,460,14,6,8,0,0,0,0,0,10,4,6,2,0,0,0,0,0,0,51,0
Andoni Zubiaurre Dorronsoro,23,La Liga,Goalkeeper,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Felipe Grandi,23,La Liga,Goalkeeper,Leganés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André-Frank Zambo Anguissa,24,La Liga,Midfielder,Villarreal,2581,1372,1209,36,19,17,2,1,1,0,0,36,20,16,6,0.07,0,0.07,0.07,0.07,1291,72,0
Andrei Florin Ratiu,22,La Liga,Forward,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrés Fernández,33,La Liga,Goalkeeper,Villarreal,360,270,90,4,3,1,0,0,0,1,0,8,6,2,1,0.25,0.25,0,0,0,0,90,360
Andrés Guardado,34,La Liga,Midfielder,Real Betis,2055,1194,861,28,15,13,0,0,0,3,0,28,17,11,9,0.13,0.13,0,0,0,0,73,685
Andrés Tomás Prieto Albert,27,La Liga,Goalkeeper,RCD Espanyol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andriy Lunin,21,La Liga,Goalkeeper,Real Valladolid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel,33,La Liga,Forward,Getafe CF,1388,815,573,32,17,15,10,7,3,3,1,20,13,7,6,0.84,0.19,0.65,0.77,0.47,139,43,463
Ángel Baena Pérez,20,La Liga,Forward,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel Correa,25,La Liga,Forward,Atlético Madrid,2064,1005,1059,33,16,17,5,4,1,6,0,18,6,12,5,0.48,0.26,0.22,0.36,0.08,413,63,344
Ángel Montoro Sánchez,32,La Liga,Midfielder,Granada CF,972,468,504,15,7,8,2,2,0,5,0,11,2,9,6,0.65,0.46,0.19,0.38,0,486,65,194
Anssumane Fati,18,La Liga,Forward,FC Barcelona,1064,674,390,24,15,9,7,4,3,1,0,12,6,6,3,0.68,0.08,0.59,0.53,0.69,152,44,1064
Ante Budimir,29,La Liga,Forward,RCD Mallorca,2780,1445,1335,35,18,17,13,5,8,2,2,51,18,33,12,0.49,0.06,0.42,0.31,0.54,214,79,1390
Antoine Griezmann,29,La Liga,Forward,FC Barcelona,2561,1262,1299,35,17,18,9,6,3,4,0,28,9,19,2,0.46,0.14,0.32,0.43,0.21,285,73,640
Antonio Adán,33,La Liga,Goalkeeper,Atlético Madrid,24,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Antonio Barragán,33,La Liga,Defender,Real Betis,638,208,430,12,5,7,0,0,0,1,0,10,2,8,4,0.14,0.14,0,0,0,0,53,638
Antonio Cortés Heredia,0,La Liga,Forward,Granada CF,177,85,92,8,5,3,1,0,1,0,0,0,0,0,2,0.51,0,0.51,0,0.98,177,22,0
Antonio Islam Otegui Khalife,22,La Liga,Midfielder,CA Osasuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Jesús Regal Angulo,32,La Liga,Defender,Real Valladolid,1027,454,573,15,6,9,0,0,0,0,0,10,3,7,1,0,0,0,0,0,0,68,0
Antonio José Raillo Arenas,29,La Liga,Defender,RCD Mallorca,2779,1351,1428,32,16,16,1,1,0,0,0,46,14,32,9,0.03,0,0.03,0.07,0,2779,87,0
Antonio Moya Vega,22,La Liga,Midfielder,Atlético Madrid,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Antonio Sivera Salvá,24,La Liga,Goalkeeper,Deportivo Alavés,270,90,180,3,1,2,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,90,0
Anuar Mohamed Tuhami,25,La Liga,Midfielder,Real Valladolid,181,38,143,11,4,7,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,16,0
Aridane Hernández Umpiérrez,31,La Liga,Defender,CA Osasuna,2610,1350,1260,29,15,14,3,1,2,0,0,34,20,14,8,0.1,0,0.1,0.07,0.14,870,90,0
Ariday Cabrera Suárez,32,La Liga,Forward,RCD Mallorca,35,0,35,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18,0
Aritz Aduriz,39,La Liga,Forward,Athletic Club Bilbao,194,103,91,14,8,6,1,1,0,0,0,0,0,0,3,0.46,0,0.46,0.87,0,194,14,0
Aritz Aranbarri Murua,22,La Liga,Defender,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aritz Castro Pérez,22,La Liga,Goalkeeper,Deportivo Alavés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aritz Elustondo,26,La Liga,Defender,Real Sociedad,1502,766,736,22,13,9,0,0,0,1,0,19,7,12,4,0.06,0.06,0,0,0,0,68,1502
Arnau Tenas Ureña,19,La Liga,Goalkeeper,FC Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Henrique Ramos de Oliveira Melo,24,La Liga,Midfielder,FC Barcelona,1185,629,556,21,10,11,3,2,1,3,0,10,4,6,1,0.46,0.23,0.23,0.29,0.16,395,56,395
Arturo Vidal,33,La Liga,Midfielder,FC Barcelona,1662,795,867,33,16,17,8,4,4,2,0,15,5,10,4,0.54,0.11,0.43,0.45,0.42,208,50,831
Asier Illarramendi Andonegi,30,La Liga,Midfielder,Real Sociedad,217,0,217,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,72,0
Asier Villalibre Molina,23,La Liga,Forward,Athletic Club Bilbao,523,225,298,19,10,9,3,1,2,0,0,8,4,4,0,0.52,0,0.52,0.4,0.6,174,28,0
Aymane Mourid,20,La Liga,Defender,Leganés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beñat,33,La Liga,Midfielder,Athletic Club Bilbao,388,112,276,11,5,6,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,35,0
Bernardo Espinosa,31,La Liga,Defender,RCD Espanyol,2261,1170,1091,26,13,13,3,2,1,0,0,36,17,19,6,0.12,0,0.12,0.15,0.08,754,87,0
Borja Iglesias Quintas,27,La Liga,Forward,Real Betis,1920,988,932,35,17,18,3,2,1,2,0,27,11,16,4,0.23,0.09,0.14,0.18,0.1,640,55,960
Borja Mayoral,23,La Liga,Forward,Levante UD,2147,1157,990,34,17,17,8,3,5,2,0,32,10,22,2,0.42,0.08,0.34,0.23,0.45,268,63,1074
Borja Sainz Eguskiza,19,La Liga,Midfielder,Deportivo Alavés,565,273,292,19,8,11,1,1,0,0,0,8,2,6,1,0.16,0,0.16,0.33,0,565,30,0
Brahim Abdelkader Diaz,21,La Liga,Midfielder,Real Madrid,59,12,47,6,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,10,0
Brais Méndez,23,La Liga,Midfielder,Celta de Vigo,1472,791,681,31,15,16,0,0,0,2,0,20,13,7,4,0.12,0.12,0,0,0,0,47,736
Brandon Thomas Llamas,25,La Liga,Midfielder,CA Osasuna,408,93,315,8,3,5,0,0,0,1,0,7,2,5,4,0.22,0.22,0,0,0,0,51,408
Bruno González Cabrera,30,La Liga,Defender,Levante UD,635,450,185,8,5,3,0,0,0,0,0,9,5,4,1,0,0,0,0,0,0,79,0
Bruno Soriano Llido,36,La Liga,Midfielder,Villarreal,258,187,71,7,5,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,37,0
Bryan Gil Salvatierra,19,La Liga,Forward,Leganés,617,404,213,14,9,5,1,1,0,0,0,6,5,1,4,0.15,0,0.15,0.22,0,617,44,0
Burgui,27,La Liga,Midfielder,Deportivo Alavés,20,20,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0
Carles Aleña Castillo,22,La Liga,Midfielder,Real Betis,901,362,539,21,10,11,1,1,0,0,0,12,4,8,2,0.1,0,0.1,0.25,0,901,43,0
Carles Pérez Sayol,22,La Liga,Forward,FC Barcelona,474,189,285,10,5,5,1,1,0,2,0,9,2,7,0,0.57,0.38,0.19,0.48,0,474,47,237
Carlos Bacca,34,La Liga,Forward,Villarreal,683,304,379,19,10,9,2,1,1,1,0,6,5,1,1,0.4,0.13,0.26,0.3,0.24,342,36,683
Carlos Clerc Martínez,28,La Liga,Defender,Levante UD,1846,1016,830,23,13,10,0,0,0,2,0,31,14,17,4,0.1,0.1,0,0,0,0,80,923
Carlos Fernández Luna,24,La Liga,Forward,Granada CF,2195,1352,843,34,18,16,10,6,4,3,1,23,14,9,8,0.53,0.12,0.41,0.4,0.43,220,65,732
Carlos Marín Tomás,23,La Liga,Goalkeeper,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Neva Tey,24,La Liga,Defender,Granada CF,2211,1277,934,26,15,11,0,0,0,1,0,27,12,15,2,0.04,0.04,0,0,0,0,85,2211
Carlos Soler,23,La Liga,Midfielder,Valencia CF,2074,1108,966,28,14,14,2,2,0,0,0,28,5,23,4,0.09,0,0.09,0.16,0,1037,74,0
Casemiro,27,La Liga,Defender,Real Madrid,3091,1500,1591,35,17,18,4,3,1,3,0,21,10,11,12,0.2,0.09,0.12,0.18,0.06,773,88,1030
Charles,36,La Liga,Forward,SD Eibar,1294,751,543,30,17,13,6,3,3,0,1,23,13,10,8,0.42,0,0.42,0.36,0.5,216,43,0
Chema,28,La Liga,Defender,Getafe CF,308,270,38,4,3,1,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,77,0
Chidozie Awaziem,23,La Liga,Defender,Leganés,1994,1014,980,26,12,14,0,0,0,0,0,29,14,15,10,0,0,0,0,0,0,77,0
Christian Rivera Hernández,23,La Liga,Midfielder,Leganés,309,187,122,5,3,2,0,0,0,0,0,7,2,5,3,0,0,0,0,0,0,62,0
Clément Lenglet,25,La Liga,Defender,FC Barcelona,2428,1260,1168,28,14,14,2,1,1,1,0,25,10,15,11,0.11,0.04,0.07,0.07,0.08,1214,87,2428
Cristian Rivero Sabater,22,La Liga,Goalkeeper,Valencia CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Tello,29,La Liga,Forward,Real Betis,770,245,525,27,12,15,2,2,0,0,0,15,2,13,1,0.23,0,0.23,0.73,0,385,29,0
Cristiano Piccini,28,La Liga,Defender,Valencia CF,75,8,67,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0
Damián Suárez,32,La Liga,Defender,Getafe CF,2598,1311,1287,30,15,15,1,0,1,4,0,24,13,11,16,0.17,0.14,0.03,0,0.07,2598,87,650
Dani García,30,La Liga,Midfielder,Athletic Club Bilbao,3027,1526,1501,36,18,18,0,0,0,1,0,32,11,21,11,0.03,0.03,0,0,0,0,84,3027
Daniel Cárdenas Lindez,23,La Liga,Goalkeeper,Levante UD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Carriço,32,La Liga,Defender,Sevilla FC,849,307,542,11,4,7,0,0,0,0,0,9,5,4,3,0,0,0,0,0,0,77,0
Daniel Carvajal Ramos,28,La Liga,Defender,Real Madrid,2741,1481,1260,31,17,14,1,0,1,5,0,18,10,8,11,0.2,0.16,0.03,0,0.07,2741,88,548
Daniel José Rodríguez Vázquez,32,La Liga,Midfielder,RCD Mallorca,3048,1570,1478,37,19,18,5,3,2,2,1,58,20,38,7,0.21,0.06,0.15,0.17,0.12,610,82,1524
Daniel Martín Fernández,22,La Liga,Goalkeeper,Real Betis,530,260,270,6,3,3,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,88,0
Daniel Morer Cabrera,22,La Liga,Defender,FC Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Parejo,31,La Liga,Midfielder,Valencia CF,3030,1408,1622,35,16,19,8,5,3,3,5,45,12,33,6,0.33,0.09,0.24,0.32,0.17,379,87,1010
Daniel Rebollo Franco,20,La Liga,Goalkeeper,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Torres,30,La Liga,Midfielder,Deportivo Alavés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Villahermosa Martínez,19,La Liga,Midfielder,RCD Espanyol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Vivian Moreno,21,La Liga,Defender,Athletic Club Bilbao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Wass,31,La Liga,Midfielder,Valencia CF,2731,1263,1468,35,18,17,1,1,0,6,0,36,6,30,7,0.23,0.2,0.03,0.07,0,2731,78,455
Darío Poveda Romera,23,La Liga,Forward,Atlético Madrid,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
